rid,complete,start,end,duration,uniq,qra,qcheck,q1t,q1a,q1t2,q1b,q2t,q2a,q2t2,q2b,q3t,q3a,q3t2,q3b,q4t,q4a,q4t2,q4b,q5t,q5a,q5t2,q5b,q6t,q6a,q6t2,q6b,q7t,q7a,q7t2,q7b,q8t,q8a,q8t2,q8b,q9t,q9a,q9t2,q9b,q10t,q10a,q10t2,q10b,q11t,q11a,q11t2,q11b,q12t,q12a,q12t2,q12b,q13t,q13a,a13t2,q13b,q14t,q14a,q14t2,q14b,q15t,q15a,q15t2,q15b,q16t,q16a,q16t2,q16b,q17t,q17a,q17t2,q17b,q18t,q18a,q18t2,q18b
1194,COMPLETED,10/10/2009 20:52,10/10/2009 20:53,55,1r2907554,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255233167,1,20,higher percentage of less people dying,,,,,,,,,,,,,,,,
1195,COMPLETED,10/10/2009 20:59,10/10/2009 21:04,272,1r1383879,3,5,,,,,,,,,1255233715,1,128,"There is at least a certainty that people will be saved. With B, there is a 2/3 chance that NOBODY would be saved. Go with the sure thing. It would be a no-brainer in Las Vegas, right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,COMPLETED,10/10/2009 21:05,10/10/2009 21:09,231,1r1415642,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255234058,2,132,"If there is a 33.33 percent chance that 100% will be saved, I would rather try that and fail than have to have 400 casualties on my conscious.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,COMPLETED,10/10/2009 21:49,10/10/2009 21:51,144,1r3871957,2,5,,,,,1255236667,2,46,if there is a probability no will die is better to try and save any number of lives as possable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,COMPLETED,10/10/2009 21:51,10/10/2009 21:52,79,1r2572088,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255236722,1,29,It is safer to save all of the 200 then take the chance that no one will be saved,,,,,,,,,,,,
1200,COMPLETED,10/10/2009 21:58,10/10/2009 21:59,88,1r554650,1,5,1255237132,1,51,because there is a higher probability that no one will be saved in Program B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,COMPLETED,10/10/2009 22:02,10/10/2009 22:04,88,1r2033778,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255237431,2,22,Less people will die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,COMPLETED,10/10/2009 22:04,10/10/2009 22:05,67,1r3782188,1,5,1255237530,2,28,chance to save everyone is better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,COMPLETED,10/10/2009 22:16,10/10/2009 22:19,198,1r4043089,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255238205,2,160,if there is a chance that no one will die it would be the best option.,,,,,,,,,,,,,,,,,,,,,,,,
1204,COMPLETED,10/10/2009 23:09,10/10/2009 23:16,380,1r1397426,2,5,,,,,1255241469,1,299,with program b the probability is very slim that no one will die.  the higher odds are that 600 would die.  program a although bleak caps the death toll at 400.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,COMPLETED,10/10/2009 23:14,10/10/2009 23:16,127,1r3638297,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255241805,2,7,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,COMPLETED,10/11/2009 0:11,10/11/2009 0:17,405,1r1283565,2,5,,,,,1255245117,2,350,Chance no one will die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,COMPLETED,10/11/2009 0:12,10/11/2009 0:13,44,1r3126907,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255245189,1,13,at least 200 would be saved,,,,,,,,,,,,
1208,COMPLETED,10/11/2009 0:16,10/11/2009 0:17,83,1r3170549,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255245413,2,38,"Honestly, because it gives a definite amount of people who will definitely be saved.  The other doesn't.",,,,
1209,COMPLETED,10/11/2009 1:40,10/11/2009 1:55,923,1r2549396,6,5,,,,,,,,,,,,,,,,,,,,,1255251299,2,25,I'm a gambler and an optimist. I'd rather have as many people survive as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,COMPLETED,10/11/2009 3:18,10/11/2009 3:19,74,1r2705315,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255256319,2,44,I would rather take a chance that nobody will die,,,,,,,,
1212,COMPLETED,10/11/2009 4:36,10/11/2009 4:39,197,1r3959683,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255261079,1,78,because of the math of it,,,,,,,,,,,,,,,,,,,,
1213,COMPLETED,10/11/2009 4:40,10/11/2009 4:41,47,1r2010542,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255261267,1,19,Better probability of saving lifes,,,,,,,,,,,,
1214,COMPLETED,10/11/2009 4:40,10/11/2009 4:42,95,1r411724,3,5,,,,,,,,,1255261308,2,46,give it a shot..  its like  cancer probability.    Do  nothing??  I  dont  think so.   TRY.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,COMPLETED,10/11/2009 5:42,10/11/2009 5:44,115,1r971315,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255264992,2,62,"SINCE IT APPEARED THAT NO ONE COULD BE SPARED & @ LEAST 200 PEOPLE COULD BE SPARED, PROGRAM ""B"" WAS THE LOGICAL CHOICE.",,,,
1216,COMPLETED,10/11/2009 5:47,10/11/2009 5:50,151,1r2966852,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255265326,2,103,"Because 200 will definitely be saves in plan 2. In plan one, it is a 66% chance that all will die ",,,,
1218,COMPLETED,10/11/2009 6:14,10/11/2009 6:16,82,1r4058189,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255266938,2,38,There is at least a possibility that people will be kept alive.,,,,,,,,
1219,COMPLETED,10/11/2009 6:18,10/11/2009 6:18,47,1r3604513,6,5,,,,,,,,,,,,,,,,,,,,,1255267116,1,19,always go with the sure thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,COMPLETED,10/11/2009 6:20,10/11/2009 6:21,69,1r20689,6,5,,,,,,,,,,,,,,,,,,,,,1255267280,1,26,ODDS NOT GOOD AND YOU CAN NOT TRUST THE TRUTH FROM ANYOE TODAY.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,COMPLETED,10/11/2009 6:29,10/11/2009 6:31,163,1r1975901,2,5,,,,,1255267803,1,108,2/3 chance of all 600 people dieing sounds worse to me.  If 400 out of the 600 are going to die than hopefully you can use that as a resource to learn how and prevent something similar happenning in the future by studying those who die.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,COMPLETED,10/11/2009 6:51,10/11/2009 6:55,200,1r2455998,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255269250,2,61,would like 2 save all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,COMPLETED,10/11/2009 6:57,10/11/2009 6:58,59,1r522943,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255269472,2,24,1/3 chance of saving 100% vs saving 1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,COMPLETED,10/11/2009 7:01,10/11/2009 7:02,48,1r1405978,6,5,,,,,,,,,,,,,,,,,,,,,1255269707,2,23,i dont know seemed like a better option but neither are really good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,COMPLETED,10/11/2009 7:06,10/11/2009 7:07,81,1r1944158,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255270044,1,32,It would be better to try to save lives then to just let 400 people die.  
1226,COMPLETED,10/11/2009 7:23,10/11/2009 7:24,88,1r2690257,6,5,,,,,,,,,,,,,,,,,,,,,1255271039,2,41,"There is a chance that no one will die, though smaller than the possibility of the 600 dying, I'd take a chance that no one would",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,COMPLETED,10/11/2009 7:33,10/11/2009 7:37,238,1r3880178,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255271764,2,67,I believe other safe guards can be found,,,,,,,,
1229,COMPLETED,10/11/2009 7:39,10/11/2009 7:41,84,1r3118882,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255272033,2,32,at least 1/3 of the people are guaranteed to be saved,,,,
1230,COMPLETED,10/11/2009 7:44,10/11/2009 7:46,94,1r3980559,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255272322,2,54,If there is any chance that all of the people could be saved it should be persued.,,,,,,,,,,,,
1231,COMPLETED,10/11/2009 7:50,10/11/2009 7:51,75,1r3734265,5,5,,,,,,,,,,,,,,,,,1255272647,2,51,"Disease kills people everyday. the hype from the media about ""new"" diseases doesn't compare with the kill rate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,COMPLETED,10/11/2009 7:56,10/11/2009 7:58,97,1r3697262,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255273071,2,43,I think the proposal the cure rate as better and that there was only a possiblity that all would die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,COMPLETED,10/11/2009 8:17,10/11/2009 8:18,39,1r3895338,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255274273,2,13,Chance that no one would die.,,,,,,,,
1234,COMPLETED,10/11/2009 8:23,10/11/2009 8:28,264,1r2098729,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255274853,2,48,More possibility of less people dying,,,,,,,,
1235,COMPLETED,10/11/2009 8:37,10/11/2009 8:39,82,1r2916080,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255275519,2,32,It is better to try to save as many human lives as possible. Therefore the whole epidemic can be eradicated. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,COMPLETED,10/11/2009 8:45,10/11/2009 8:48,144,1r1502365,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255276036,1,47,"I chose program A, as it specifically gives you a better result of people being saved. ",,,,,,,,,,,,
1237,COMPLETED,10/11/2009 9:06,10/11/2009 9:08,81,1r3846947,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255277247,2,40,I like the chances of 1/3 not going to happen at all,,,,,,,,
1238,COMPLETED,10/11/2009 9:07,10/11/2009 9:10,180,1r3175112,1,5,1255277275,1,125,"If a program is definitely going to save some lives, we should use that one.  A 2/3 probability that no one would be saving is pretty high and doesn't seen too promising to me.  200 lives are better than no lives.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,COMPLETED,10/11/2009 9:15,10/11/2009 9:16,71,1r1583537,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255277751,1,21,higher probablility,,,,,,,,,,,,,,,,,,,,
1240,COMPLETED,10/11/2009 9:15,10/11/2009 9:16,48,1r2508589,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255277762,1,10,don't know,,,,,,,,
1241,COMPLETED,10/11/2009 9:26,10/11/2009 9:29,205,1r507720,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255278496,1,70,B-600 will die,,,,,,,,,,,,,,,,
1243,COMPLETED,10/11/2009 9:32,10/11/2009 9:35,161,1r3411614,4,5,,,,,,,,,,,,,1255278820,2,96,"With Program A, you already know that 2/3 of the 600 are going to die; but with Program B, there is a chance that you could save everyone.  You have to take the chance to save the 401 people that are destined to die if you choose Program A.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,COMPLETED,10/11/2009 9:48,10/11/2009 9:53,274,1r3850106,1,5,1255279769,1,241,Because I think it is best save to most lives that can be saved for sure instead of trying to possibly save all 600 and actually saving no one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,COMPLETED,10/11/2009 10:10,10/11/2009 10:11,64,1r563501,2,5,,,,,1255281078,1,24,a 2/3 probability is very high and 200 more people would die this way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,COMPLETED,10/11/2009 10:22,10/11/2009 10:23,97,1r1099,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255281803,2,15,At least there is a chance everyone will be saved,,,,,,,,,,,,,,,,,,,,
1248,COMPLETED,10/11/2009 10:22,10/11/2009 10:26,199,1r1557769,2,5,,,,,1255281869,1,100,"Either way, 400 people will die from this disease.  Program A is what the news will tell you; Program B is what the government will tell you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,COMPLETED,10/11/2009 10:30,10/11/2009 10:31,102,1r3678349,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255282263,1,44,take the sure thing to save some,,,,,,,,,,,,
1250,COMPLETED,10/11/2009 10:33,10/11/2009 10:36,218,1r4040005,6,5,,,,,,,,,,,,,,,,,,,,,1255282523,2,95,I would rather take a chance that no one will die than to automatically say someone will die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,COMPLETED,10/11/2009 10:53,10/11/2009 10:56,191,1r1119765,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255283653,1,119,2/3 probability that 600 people will die means that at most 400 people will die.  That's equivalent to program B.  
1252,COMPLETED,10/11/2009 10:53,10/11/2009 10:56,197,1r4015056,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255283688,2,113,both are the same.  2/3 is the same that 400 of 600 and 1/3 is the same that 200 of 600,,,,,,,,,,,,,,,,,,,,,,,,
1253,COMPLETED,10/11/2009 10:56,10/11/2009 10:59,138,1r3993179,2,5,,,,,1255283851,1,90,"Program B has too many unknowns, and there is still a 2/3 probability that 600 people will die and only 1/3 probability that no one will die.  Therefore, Program A seems a better choice in that a known number will die.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,COMPLETED,10/11/2009 11:08,10/11/2009 11:10,115,1r3905659,2,5,,,,,1255284598,2,49,"If there is a probability that noone would die, I would choose that probability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,COMPLETED,10/11/2009 11:19,10/11/2009 11:22,205,1r3291552,4,5,,,,,,,,,,,,,1255285311,1,51,because the odds of program b all 600 will die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,COMPLETED,10/11/2009 11:21,10/11/2009 11:24,203,1r3534966,2,5,,,,,1255285355,2,131,With program A 400 people will surely die.    With program B there is a 2/3 posibility that 400 out of 600 will die.    With program B the number of deats could be smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,COMPLETED,10/11/2009 11:23,10/11/2009 11:26,125,1r2919309,3,7,,,,,,,,,1255285497,1,64,"I chose the first option because it was SURE, the 2nd. one had to do with possibilities or probabilities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,COMPLETED,10/11/2009 11:28,10/11/2009 11:30,152,1r2603260,2,5,,,,,1255285711,1,121,"I chose this answer because there is only a 33% chance that no one will die with Program B, meanwhile there is a 66% chance that 600 people will die regardless.  As long as Program A is used, 400 people will die, and even though this is still a lot of people, it is better than taking a chance and losing 200 more people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,COMPLETED,10/11/2009 11:29,10/11/2009 11:31,161,1r1153320,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255285835,1,67,for program B the probability that all 600 people will die is greater than the amount of people that will die if program A is selected,,,,,,,,,,,,,,,,
1261,COMPLETED,10/11/2009 11:29,10/11/2009 11:33,227,1r3901448,7,2,,,,,,,,,,,,,,,,,,,,,,,,,1255285814,1,166,the  the best odds of saving the most lives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,COMPLETED,10/11/2009 11:43,10/11/2009 11:44,88,1r3632498,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255286653,2,33,I believe more lives will be saved.,,,,,,,,,,,,,,,,,,,,
1263,COMPLETED,10/11/2009 11:51,10/11/2009 11:52,88,1r3748511,6,5,,,,,,,,,,,,,,,,,,,,,1255287125,2,43,"Because there is at least a chance that nobody will die, its worth taking that risk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,COMPLETED,10/11/2009 12:01,10/11/2009 12:03,124,1r2791894,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255287746,2,86,"becasue the 2/3 of not saving all 600 does not amean all 600 will die as well. there is still the chance of it working for some. but if we decide who the 200 who will die from option a, we will go toward a very bad place as a community",,,,,,,,,,,,,,,,,,,,
1265,COMPLETED,10/11/2009 12:03,10/11/2009 12:05,64,1r3951927,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255287877,2,25,I would prefer to attempt to save everyone,,,,,,,,,,,,,,,,
1266,COMPLETED,10/11/2009 12:17,10/11/2009 12:19,73,1r3507615,7,3,,,,,,,,,,,,,,,,,,,,,,,,,1255288712,2,29,Because if on the slim chance it does work for everyone everyone will be saved and not just some.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,COMPLETED,10/11/2009 12:23,10/11/2009 12:25,113,1r3872121,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255289092,2,53,Seems like the better option.,,,,,,,,,,,,,,,,,,,,
1268,COMPLETED,10/11/2009 12:28,10/11/2009 12:28,50,1r2342328,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255289314,2,19,odds are better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,COMPLETED,10/11/2009 12:38,10/11/2009 12:41,225,1r3661806,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255289949,1,170,There is only 33% chance that all the people will be saved and a 66% chance that they will all die with Plan B.  Plan A seems to guarantee that at least 1/3 of the people will live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,COMPLETED,10/11/2009 12:44,10/11/2009 12:45,69,1r3832857,4,5,,,,,,,,,,,,,1255290302,2,31,Wll if there is a chance no one will die it is better to that than to kill 401 people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,COMPLETED,10/11/2009 12:58,10/11/2009 13:00,99,1r1930695,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255291212,2,23,Because I would rather take a chance on trying to save everyone,,,,,,,,,,,,,,,,,,,,
1273,COMPLETED,10/11/2009 13:03,10/11/2009 13:06,172,1r3422897,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255291468,1,107,For me both programs are the same (in probabilities) but you mentioned that in Program B 1/3 possible will be saved .... in fact I think that program A look more sure.,,,,,,,,,,,,,,,,,,,,
1274,COMPLETED,10/11/2009 13:03,10/11/2009 13:05,127,1r300441,3,5,,,,,,,,,1255291450,2,98,it's worth a try. saving all would. you pays your money and you takes your chances.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,COMPLETED,10/11/2009 13:37,10/11/2009 13:40,151,1r3720050,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255293546,1,67,I BELEIVE THAT IT'S BETTER ODDS OF PEOPLE LIVING
1276,COMPLETED,10/11/2009 13:48,10/11/2009 13:50,100,1r815002,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255294191,2,30,"both answers are really the same, however, A use probabilty, B used will be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,COMPLETED,10/11/2009 13:51,10/11/2009 13:52,92,1r3931867,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255294338,1,26,It is better to know that you are saving some people than to risk saving no one.,,,,,,,,,,,,
1278,COMPLETED,10/11/2009 13:52,10/11/2009 13:54,151,1r597539,2,5,,,,,1255294396,1,101,"I would prefer that the maxi, number of people are kept alive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,COMPLETED,10/11/2009 13:55,10/11/2009 13:57,107,1r3353262,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255294560,2,71,I'd rather take the chance that all 600 can be saved than to have only 1/3 be saved and 400 lives lost. I think taking this chance is worth it.,,,,,,,,,,,,,,,,,,,,
1280,COMPLETED,10/11/2009 14:07,10/11/2009 14:14,416,1r3000181,2,5,,,,,1255295554,2,121,It gives the best chance for life ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,COMPLETED,10/11/2009 14:14,10/11/2009 14:17,145,1r4023738,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255295745,2,88,"With the first, If 200 people may not die out of and 400 people will, that means 1/3 of the people will not die.    With the second, if 1/3 of the population will not die and 2/3 will, it's almost exactly the same situation as the first option.  Except with the second option, it says ""will not die.""",,,,,,,,,,,,,,,,
1282,COMPLETED,10/11/2009 14:23,10/11/2009 14:25,102,1r3875621,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1255296291,1,27,The risks are more calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,COMPLETED,10/11/2009 14:25,10/11/2009 14:27,116,1r2726673,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255296429,1,31,Sounds better,,,,,,,,,,,,
1284,COMPLETED,10/11/2009 14:29,10/11/2009 14:30,61,1r3307951,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255296592,2,12,no re3ason,,,,,,,,,,,,,,,,
1285,COMPLETED,10/11/2009 14:42,10/11/2009 14:43,58,1r4035149,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255297367,2,27,GUARANTEED SAVE OF 2/3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,COMPLETED,10/11/2009 14:46,10/11/2009 14:47,97,1r527906,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255297628,1,41,because a certain number of people will be saved,,,,,,,,,,,,
1287,COMPLETED,10/11/2009 14:49,10/11/2009 14:51,166,1r3965802,2,5,,,,,1255297801,2,118,action needs to be taken.....it is better than accepting the ineviatble without at least trying  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,COMPLETED,10/11/2009 14:56,10/11/2009 14:58,91,1r3662112,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255298261,2,33,Doesn't sound good either way but more people might be saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,COMPLETED,10/11/2009 14:56,10/11/2009 14:58,81,1r3649131,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255298271,1,23,because I thought less would die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,COMPLETED,10/11/2009 14:57,10/11/2009 14:58,79,1r3197053,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255298253,1,46,150 people would only survive in Plan B,,,,,,,,,,,,,,,,,,,,,,,,
1291,COMPLETED,10/11/2009 15:02,10/11/2009 15:04,115,1r2162010,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255298625,2,46,because A says that 400 will die and B says maybe noone will die,,,,,,,,,,,,,,,,,,,,,,,,
1292,COMPLETED,10/11/2009 15:02,10/11/2009 15:06,221,1r3314724,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255298753,1,34,It's the same,,,,,,,,,,,,,,,,,,,,
